회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원),현금및현금성자산의 증가(IFRS연결)(천원),감가상각비(IFRS연결)(천원),개발비상각(IFRS연결)(천원),기타무형자산상각비(IFRS연결)(천원)
(주)엘지유플러스,032640,2023/12,"2,974,990,000","-2,998,197,000","-252,004,000","-275,054,000","2,134,052,000",0,"437,184,000"
(주)엘지유플러스,032640,2024/12,"3,335,301,000","-2,390,775,000","-610,501,000","336,655,000","2,180,127,000",0,"483,638,000"
(주)엘지유플러스,032640,2025/12,"2,963,757,000","-2,019,347,000","-1,045,210,000","-101,891,000","2,209,841,000",0,"487,207,000"
(주)엘지헬로비전,037560,2013/12,"169,659,806","-576,355,574","428,814,161","22,118,393","161,062,427",0,"64,803,975"
(주)엘지헬로비전,037560,2014/12,"368,722,925","-381,489,692","48,842,231","36,075,464","181,965,834",0,"103,321,023"
(주)엘지헬로비전,037560,2015/12,,,,,,,
(주)엘지헬로비전,037560,2016/12,,,,,,,
(주)엘지헬로비전,037560,2017/12,,,,,,,
(주)엘지헬로비전,037560,2018/12,"262,556,593","-207,469,763","-10,700,135","44,386,695","158,881,105",0,"113,185,892"
(주)엘지헬로비전,037560,2019/12,"250,434,425","-114,659,354","-164,107,673","-28,332,601","159,044,207",0,"51,897,911"
(주)엘지헬로비전,037560,2020/12,"218,615,357","-97,334,595","-51,493,500","69,787,261","151,261,198",0,"41,551,570"
(주)엘지헬로비전,037560,2021/12,"69,815,022","-117,605,993","26,756,370","-21,034,601","140,179,017",0,"29,414,513"
(주)엘지헬로비전,037560,2022/12,"178,964,673","-71,444,519","-44,546,700","62,973,454","124,911,707",0,"27,280,511"
(주)엘지헬로비전,037560,2023/12,"84,352,110","-112,062,565","-75,738,217","-103,448,672","116,771,487",0,"24,980,259"
(주)엘지헬로비전,037560,2024/12,"87,933,002","-106,375,287","13,366,096","-5,076,190","108,621,372",0,"19,741,811"
(주)엘지헬로비전,037560,2025/12,"121,110,045","-89,633,273","31,649,684","63,126,456","88,416,417",0,"15,643,073"
(주)엘지화학,051910,2013/12,"2,182,884,000","-1,310,258,000","-198,802,000","678,287,000","1,021,218,000",0,"24,015,000"
(주)엘지화학,051910,2014/12,"1,994,425,000","-1,990,659,000","-437,716,000","-411,038,000","1,117,621,000",0,"32,603,000"
(주)엘지화학,051910,2015/12,"3,172,130,000","-1,697,784,000","-757,467,000","716,902,000","1,215,184,000",0,"40,898,000"
(주)엘지화학,051910,2016/12,"2,516,697,000","-1,736,799,000","-1,007,281,000","-230,551,000","1,282,379,000",0,"54,314,000"
(주)엘지화학,051910,2017/12,"3,180,748,000","-1,640,356,000","-736,537,000","774,974,000","1,305,324,000",0,"96,718,000"
(주)엘지화학,051910,2018/12,"2,124,969,000","-3,639,046,000","1,793,848,000","264,361,000","1,379,321,000",0,"107,948,000"
(주)엘지화학,051910,2019/12,"3,121,101,000","-6,111,441,000","2,300,645,000","-625,071,000","1,719,597,000",0,"136,870,000"
(주)엘지화학,051910,2020/12,"5,840,832,000","-5,296,375,000","938,069,000","1,385,619,000","2,129,986,000",0,"180,973,000"
(주)엘지화학,051910,2021/12,"5,509,816,000","-5,349,305,000","123,670,000","486,584,000","2,617,730,000",0,"223,178,000"
(주)엘지화학,051910,2022/12,"569,880,000","-9,229,217,000","13,331,856,000","4,737,048,000","3,105,158,000",0,"290,921,000"
(주)엘지화학,051910,2023/12,"7,536,462,000","-13,169,629,000","6,157,504,000","587,017,000","3,558,790,000",0,"398,713,000"
(주)엘지화학,051910,2024/12,"7,012,339,000","-13,663,386,000","4,821,282,000","-1,230,022,000","4,200,130,000",0,"482,230,000"
(주)엘지화학,051910,2025/12,"8,233,859,000","-12,470,600,000","6,242,992,000","2,045,049,000","4,694,488,000",0,"563,417,000"
(주)엠씨넥스,097520,2013/12,"36,606,102","-52,326,341","26,999,465","10,964,726","5,447,644",0,"827,399"
(주)엠씨넥스,097520,2014/12,"1,118,910","-34,235,069","34,689,108","550,944","12,162,246",0,"915,189"
(주)엠씨넥스,097520,2015/12,"81,886,507","-26,098,475","-37,013,606","18,817,704","16,018,920",0,"993,268"
(주)엠씨넥스,097520,2016/12,"-12,667,500","-28,603,651","45,090,125","3,922,936","16,868,598",0,"1,144,155"
(주)엠씨넥스,097520,2017/12,"65,520,287","-100,576,910","58,861,679","19,911,932","23,601,944",0,"999,703"
(주)엠씨넥스,097520,2018/12,"125,537,619","-47,024,734","-75,225,424","3,500,645","39,834,137",0,"515,577"
(주)엠씨넥스,097520,2019/12,"116,042,108","-104,176,745","-28,634,550","-16,791,382","47,896,581",0,"631,111"
(주)엠씨넥스,097520,2020/12,"19,545,971","-37,259,691","-12,009,911","-30,629,280","58,336,296",0,"506,675"
(주)엠씨넥스,097520,2021/12,"92,801,540","-67,502,317","-23,765,040","2,499,986","54,364,055",0,"455,950"
(주)엠씨넥스,097520,2022/12,"122,250,130","-93,479,372","-5,413,131","23,240,573","53,319,402",0,"572,638"
(주)엠씨넥스,097520,2023/12,"46,683,492","-38,064,471","-43,439,931","-34,312,889","51,216,995",0,"1,205,967"
(주)엠씨넥스,097520,2024/12,"82,470,298","-24,089,052","-33,469,138","26,663,904","44,718,552",0,"1,740,747"
(주)엠씨넥스,097520,2025/12,"69,708,664","-38,702,907","-43,969,371","-14,121,360","46,675,939",0,"1,874,514"
(주)엠앤씨솔루션,484870,2024/12,,,,,,,
(주)엠앤씨솔루션,484870,2025/12,,,,,,,
(주)영원무역,111770,2013/12,"101,967,691","-172,191,544","91,910,528","20,360,270","28,843,301",0,"799,571"
(주)영원무역,111770,2014/12,"194,701,837","-92,949,037","-68,031,219","36,433,407","33,416,878",0,"901,581"
(주)영원무역,111770,2015/12,"258,355,120","-167,113,512","156,357,616","251,557,022","48,579,775",0,"3,352,176"
(주)영원무역,111770,2016/12,"101,895,100","-102,198,108","8,783,005","7,662,486","53,006,328",0,"4,734,572"
(주)영원무역,111770,2017/12,"159,143,300","-162,685,082","-51,757,063","-72,074,096","55,242,188",0,"4,296,916"
(주)영원무역,111770,2018/12,"183,941,793","-116,867,007","-80,426,376","-32,832,993","60,207,038",0,"3,997,473"
(주)영원무역,111770,2019/12,"231,753,126","-111,660,337","-25,136,019","90,766,265","77,930,176",0,"4,474,729"
(주)영원무역,111770,2020/12,"346,090,093","7,284,240","-128,661,312","217,978,213","78,380,421",0,"5,463,498"
(주)영원무역,111770,2021/12,"287,353,749","-211,600,795","-104,440,133","-23,100,156","79,161,559",0,"7,427,869"
(주)영원무역,111770,2022/12,"458,800,227","-389,517,541","90,538,627","94,167,575","86,134,865",0,"6,915,096"
(주)영원무역,111770,2023/12,"525,111,273","-437,489,586","21,233,872","160,449,314","91,571,743",0,"6,697,720"
(주)영원무역,111770,2024/12,"623,729,053","-254,622,686","-412,050,018","-96,868,939","101,287,395",0,"6,294,312"
(주)영원무역,111770,2025/12,"374,875,504","16,475,620","-95,327,855","291,035,607","106,162,570",0,"7,156,889"
(주)영원무역홀딩스,009970,2013/12,"177,051,820","-189,086,427","73,055,162","59,686,683","34,029,768",0,"1,490,671"
(주)영원무역홀딩스,009970,2014/12,"210,409,793","-76,437,692","-121,090,157","15,040,256","42,136,637",0,"1,649,483"
(주)영원무역홀딩스,009970,2015/12,"299,344,826","-173,932,891","149,645,085","280,261,240","54,430,213",0,"4,202,472"
(주)영원무역홀딩스,009970,2016/12,"129,248,634","-102,653,145","1,363,160","27,129,440","59,421,651",0,"5,555,678"
(주)영원무역홀딩스,009970,2017/12,"191,077,551","-193,120,571","-54,341,725","-76,290,658","62,327,518",0,"5,084,330"
(주)영원무역홀딩스,009970,2018/12,"271,732,948","-134,589,850","-83,061,662","33,825,782","67,118,589",0,"4,822,846"
(주)영원무역홀딩스,009970,2019/12,"282,483,205","-238,348,426","-32,666,948","6,813,619","84,025,686",0,"5,761,105"
(주)영원무역홀딩스,009970,2020/12,"446,746,314","122,058,845","-132,361,252","417,211,020","80,161,581",0,"6,888,313"
(주)영원무역홀딩스,009970,2021/12,"404,879,754","-422,911,912","-117,032,681","-115,135,294","83,123,384",0,"8,839,443"
(주)영원무역홀딩스,009970,2022/12,"519,228,688","-382,943,622","69,834,872","151,414,405","90,771,412",0,"8,337,348"
(주)영원무역홀딩스,009970,2023/12,"701,813,745","-528,359,755","-42,936,737","182,998,242","96,136,621",0,"7,811,783"
(주)영원무역홀딩스,009970,2024/12,"781,001,481","-134,061,832","-513,618,317","89,133,374","106,746,040",0,"9,643,881"
(주)영원무역홀딩스,009970,2025/12,"540,737,659","-153,393,936","-187,384,032","191,188,464","112,917,948",0,"11,484,941"
(주)영풍,000670,2013/12,"340,919,631","-173,893,636","-163,452,140","2,534,529","238,364,116",0,"866,437"
(주)영풍,000670,2014/12,"212,656,677","-166,446,694","-11,282,326","34,552,826","242,704,503",0,"1,299,535"
(주)영풍,000670,2015/12,"214,716,684","-129,057,132","-38,539,231","47,382,857","227,206,953",0,"1,333,300"
(주)영풍,000670,2016/12,"79,355,359","12,578,636","-53,379,274","38,818,150","168,942,446",0,"1,198,418"
(주)영풍,000670,2017/12,"183,789,100","-378,598,021","180,890,914","-15,034,395","149,318,657",0,"1,333,172"
(주)영풍,000670,2018/12,"119,029,754","-175,709,528","55,017,239","-1,649,164","172,350,760",0,"1,463,034"
(주)영풍,000670,2019/12,"206,908,090","-156,694,732","-74,062,005","-23,418,111","168,658,153",0,"1,150,200"
(주)영풍,000670,2020/12,"253,009,738","-231,266,449","17,901,852","37,895,897","141,245,769",0,"1,247,206"
(주)영풍,000670,2021/12,"38,078,793","-203,167,377","93,411,248","-69,552,771","103,071,282",0,"1,172,306"
(주)영풍,000670,2022/12,"326,318,565","-336,630,588","25,192,746","12,778,617","121,326,428",0,"1,048,328"
(주)영풍,000670,2023/12,"313,102,619","-242,588,505","49,771,951","119,297,346","150,836,951",0,"788,208"
(주)영풍,000670,2024/12,"-2,843,845","-223,394,817","161,774,940","-56,255,678","146,093,237",0,"714,643"
(주)영풍,000670,2025/12,"47,079,049","105,607,481","-226,832,036","-73,729,450","86,141,953",0,"77,578"
(주)영흥,012160,2013/12,"22,702,151","-18,829,062","-4,014,888","-191,689","5,878,107",0,"156,652"
(주)영흥,012160,2014/12,"9,084,873","-29,177,839","19,713,669","-350,628","7,487,014",0,"250,006"
(주)영흥,012160,2015/12,"5,053,253","1,361,069","-6,674,647","-220,805","8,500,069",0,"483,303"
(주)영흥,012160,2016/12,"9,447,212","-6,941,741","1,775,558","4,344,824","8,184,599",0,"499,373"
(주)영흥,012160,2017/12,"-1,970,500","-6,162,421","2,046,069","-6,201,386","8,724,005",0,"425,348"
(주)영흥,012160,2018/12,"7,915,391","-5,928,095","4,184,048","6,163,856","9,206,024",0,0
(주)영흥,012160,2019/12,"-8,682,327","-9,417,555","14,471,895","-3,582,862","9,668,403",0,"6,708"
(주)영흥,012160,2020/12,"-8,170,758","-4,437,888","14,826,048","1,956,329","12,416,331",0,"1,419,366"
(주)영흥,012160,2021/12,"-10,738,175","-29,621,124","44,644,991","4,659,180","16,631,538",0,"2,386,157"
(주)영흥,012160,2022/12,"-2,857,735","-18,772,433","26,842,022","5,166,156","15,803,730",0,"2,386,443"
(주)영흥,012160,2023/12,"24,578,560","15,542,719","-45,614,916","-6,614,450","14,023,266",0,"2,386,153"
(주)영흥,012160,2024/12,"19,954,101","5,435,310","-26,231,855","-741,448","13,466,334",0,"5,681,295"
(주)영흥,012160,2025/12,"41,424,110","7,944,591","-48,243,774","1,029,098","12,025,990",0,"1,479,194"
(주)오뚜기,007310,2013/12,"118,359,804","-52,701,718","-34,754,396","30,241,010","26,637,356",0,"918,786"
(주)오뚜기,007310,2014/12,"117,376,751","-151,742,056","34,055,148","143,135","29,892,599",0,"850,493"
(주)오뚜기,007310,2015/12,"111,458,299","-81,391,757","-37,161,587","-6,793,845","34,811,859",0,"951,210"
(주)오뚜기,007310,2016/12,"148,877,518","-133,416,254","-40,221,793","-24,750,976","41,250,418",0,"1,070,299"
(주)오뚜기,007310,2017/12,"108,591,310","-84,623,190","-49,925,896","-8,730,468","46,298,965",0,"1,231,482"
(주)오뚜기,007310,2018/12,"196,932,952","-271,908,629","69,949,450","3,394,119","58,060,004",0,"2,019,102"
(주)오뚜기,007310,2019/12,"186,342,384","-137,276,864","-63,838,754","-17,704,009","90,323,039",0,"3,595,680"
(주)오뚜기,007310,2020/12,"91,965,914","-192,548,860","66,326,805","-36,436,160","106,620,332",0,"4,295,866"
(주)오뚜기,007310,2021/12,"149,781,780","-131,189,001","116,608,049","136,566,150","113,149,597",0,"7,588,888"
(주)오뚜기,007310,2022/12,"93,291,314","-141,438,920","71,700,356","18,758,783","133,781,653",0,"7,896,011"
(주)오뚜기,007310,2023/12,"410,835,664","-103,027,918","-223,042,632","83,512,297","173,601,609",0,"8,934,320"
(주)오뚜기,007310,2024/12,"361,114,671","-198,180,181","-160,992,282","6,178,909","181,563,262",0,"8,794,333"
(주)오뚜기,007310,2025/12,"218,874,761","-100,605,913","-34,345,188","81,955,530","180,398,807",0,"7,071,611"
(주)오리온,271560,2017/12,"193,241,820","-17,037,509","-155,289,211","18,311,536","64,189,623",0,"1,613,210"
(주)오리온,271560,2018/12,"400,594,004","-114,902,103","-199,237,110","83,012,804","115,073,704",0,"2,744,443"
(주)오리온,271560,2019/12,"347,826,333","-187,462,728","-184,384,587","-19,653,811","128,745,973",0,"3,446,282"
(주)오리온,271560,2020/12,"460,996,137","-163,179,779","-86,498,675","202,460,151","134,706,777",0,"4,257,209"
(주)오리온,271560,2021/12,"404,732,645","-226,682,942","-39,849,698","182,983,746","145,592,707",0,"4,154,613"
(주)오리온,271560,2022/12,"546,192,637","-292,147,728","-177,104,330","59,313,879","157,141,532",0,"4,512,303"
(주)오리온,271560,2023/12,"436,961,974","-540,527,781","-138,043,049","-243,873,394","153,744,295",0,"3,447,676"
(주)오리온,271560,2024/12,"651,588,437","-504,868,104","-70,120,505","85,427,614","157,282,878",0,"3,168,520"
(주)오리온,271560,2025/12,"537,328,135","-564,219,870","-120,881,599","-139,886,339","161,954,998",0,"2,660,897"
(주)오리온홀딩스,001800,2013/12,"292,382,498","-386,846,813","117,138,418","21,706,691","79,942,756",0,"58,848,251"
(주)오리온홀딩스,001800,2014/12,"215,706,935","-120,643,174","-111,958,202","-16,705,520","94,416,070",0,"52,036,482"
(주)오리온홀딩스,001800,2015/12,"482,078,533","-302,165,059","-143,871,528","36,296,980","104,378,469",0,"77,894,007"
(주)오리온홀딩스,001800,2016/12,"340,626,405","-43,000,076","-308,935,385","-14,317,839","108,279,274",0,"52,995,635"
(주)오리온홀딩스,001800,2017/12,"-8,784,025","59,052,776","14,432,267","-24,974,193","28,470,373",0,"58,476,591"
(주)오리온홀딩스,001800,2018/12,"350,515,237","-122,399,842","-182,208,072","42,631,343","110,407,911",0,"107,300,571"
(주)오리온홀딩스,001800,2019/12,"342,587,760","-243,030,161","-172,450,085","-67,466,189","126,276,567",0,"129,026,787"
(주)오리온홀딩스,001800,2020/12,"420,303,273","-129,927,399","-84,917,148","196,410,175","136,960,995",0,"101,119,079"
(주)오리온홀딩스,001800,2021/12,"446,496,363","-273,595,695","-37,020,356","182,043,383","145,423,974",0,"91,520,774"
(주)오리온홀딩스,001800,2022/12,"530,055,129","-239,595,661","-210,727,524","61,997,413","155,036,009",0,"119,674,806"
(주)오리온홀딩스,001800,2023/12,"451,802,068","-523,033,189","-153,000,308","-226,038,511","151,185,050",0,"114,477,501"
(주)오리온홀딩스,001800,2024/12,"676,298,319","-517,529,016","-37,943,448","130,667,095","156,155,747",0,"101,092,865"
(주)오리온홀딩스,001800,2025/12,"514,071,835","-613,098,766","-94,650,022","-181,971,099","163,706,210",0,"101,384,073"
(주)온타이드,005320,2013/12,"-2,405,589","-1,008,688","43,744","-934,928","1,974,545",0,694
(주)온타이드,005320,2014/12,"-12,910","-4,423,508","9,356,588","5,740,392","1,382,366",0,0
(주)온타이드,005320,2015/12,"3,908,416","-3,399,517","1,703,029","2,790,939","1,240,052",0,0
(주)온타이드,005320,2016/12,"747,703","-15,940,624","17,156,098","1,819,716","1,950,496",0,"1,261"
(주)온타이드,005320,2017/12,"-6,827,943","-4,410,422","3,011,233","-8,527,979","2,070,956",0,"2,473"
(주)온타이드,005320,2018/12,"-3,944,667","1,472,014","791,350","-1,628,499","2,140,694",0,"4,705"
(주)온타이드,005320,2019/12,"3,901,005","-23,961,325","24,263,642","4,119,238","2,770,659",0,0
(주)온타이드,005320,2020/12,"25,978,507","4,858,169","30,405,424","62,380,377","6,375,305",0,0
(주)온타이드,005320,2021/12,"-25,316,837","-7,110,215","-25,636,490","-57,623,270","4,335,604",0,0
(주)온타이드,005320,2022/12,"10,064,571","-7,615,916","7,844,677","11,038,803","5,660,264",0,0
(주)온타이드,005320,2023/12,"2,963,365","-12,483,534","5,162,518","-4,334,925","5,567,511",0,0
(주)온타이드,005320,2024/12,"-4,038,879","9,526,512","-7,161,470","-1,392,198","5,671,492",0,"18,108"
(주)온타이드,005320,2025/12,"5,813,174","-3,408,854","-768,216","1,635,065","4,699,337",0,"198,796"
(주)와이지플러스,037270,2013/12,"-5,621,954","321,135","-92,364","-5,393,183","306,476",0,"73,156"
(주)와이지플러스,037270,2014/12,"-1,827,042","10,771,644","77,869,127","86,813,729","221,503",0,"31,136"
(주)와이지플러스,037270,2015/12,"-5,896,719","-78,028,659","7,575,201","-76,353,601","490,674",0,"432,670"
(주)와이지플러스,037270,2016/12,"-4,569,043","-13,447,228","9,293,063","-8,933,800","1,175,279",0,"744,009"
(주)와이지플러스,037270,2017/12,"-5,103,188","-16,508,995","21,633,524","-78,333","1,540,758",0,"982,616"
(주)와이지플러스,037270,2018/12,"9,137,918","-5,602,974","1,141,610","4,681,082","1,431,588",0,"1,158,749"
(주)와이지플러스,037270,2019/12,"8,292,610","-2,814,886","-6,419,600","-1,213,932","5,598,340",0,"1,029,611"
(주)와이지플러스,037270,2020/12,"-7,456,772","8,223,628","4,413,749","5,098,789","4,661,000",0,"474,709"
(주)와이지플러스,037270,2021/12,"7,800,717","-22,883,916","16,585,968","1,454,326","4,417,975",0,"542,196"
(주)와이지플러스,037270,2022/12,"15,186,074","-27,685,917","2,417,539","-10,785,832","2,441,688",0,"330,596"
(주)와이지플러스,037270,2023/12,"18,813,808","-15,860,357","1,071,224","4,030,182","2,507,368",0,"363,285"
(주)와이지플러스,037270,2024/12,"9,842,695","-4,550,322","-3,660,223","1,633,511","3,820,334",0,"366,505"
(주)와이지플러스,037270,2025/12,"27,361,290","-20,402,737","-4,559,244","2,393,824","4,195,056",0,"1,243,875"
(주)와이투솔루션,011690,2013/12,"2,048,206","-3,982,847","2,563,003","735,989","1,874,006",0,"1,397,195"
(주)와이투솔루션,011690,2014/12,"3,137,787","-1,479,837","-3,480,794","-1,731,929","2,055,295",0,"1,663,938"
(주)와이투솔루션,011690,2015/12,"14,899,285","-2,862,922","-10,515,977","1,518,093","1,944,696",0,"1,722,031"
(주)와이투솔루션,011690,2016/12,"3,065,167","-15,573,453","19,440,148","6,907,715","1,910,272",0,"1,839,412"
(주)와이투솔루션,011690,2017/12,"-3,887,380","-25,632,166","39,705,145","10,138,476","1,991,955",0,"1,748,233"
(주)와이투솔루션,011690,2018/12,"-2,094,917","-29,915,618","42,330,251","10,085,888","2,049,526",0,"1,591,127"
(주)와이투솔루션,011690,2019/12,"-14,839,895","-10,435,070","5,500,386","-19,751,216","2,055,774",0,"457,949"
(주)와이투솔루션,011690,2020/12,"-15,004,749","11,423,149","1,579,717","-2,429,089","1,841,054",0,"493,065"
(주)와이투솔루션,011690,2021/12,"-6,070,950","7,055,500","18,846,040","20,297,788","1,668,067",0,"224,125"
(주)와이투솔루션,011690,2022/12,"-2,445,610","-1,886,260","6,093,721","-16,229","1,890,443",0,"139,734"
(주)와이투솔루션,011690,2023/12,"-20,354,839","4,215,255","-1,743,292","-17,437,070","2,703,746",0,"250,096"
(주)와이투솔루션,011690,2024/12,,,,,,,
(주)와이투솔루션,011690,2025/12,"-6,505,848","-4,046,366","15,471,549","5,147,533","2,338,482",0,"436,051"
(주)우성,006980,2013/12,"10,305,664","7,117,264","-23,180,546","-5,753,145","3,856,483",0,"10,226"
(주)우성,006980,2014/12,"13,253,354","-5,977,358","-2,024,476","5,293,456","3,692,260",0,"10,414"
(주)우성,006980,2015/12,"5,192,564","-22,872,312","-17,330,389","-34,995,252","3,651,655",0,"12,237"
(주)우성,006980,2016/12,"10,844,646","11,292,217","-4,824,148","17,146,775","3,537,185",0,"9,742"
(주)우성,006980,2017/12,"1,930,494","-31,904,233","1,538,041","-29,027,750","3,666,125",0,"10,804"
(주)우성,006980,2018/12,"-12,034,182","-10,986,536","33,362,417","10,379,272","4,885,238",0,"8,798"
(주)우성,006980,2019/12,"-5,928,914","24,471,390","15,713,287","34,378,567","7,373,773",0,"7,717"
(주)우성,006980,2020/12,"13,629,413","-7,008,708","-31,335,930","-24,761,892","7,245,885",0,"7,889"
(주)우성,006980,2021/12,"-34,736,219","-52,216","26,942,987","-7,467,826","7,559,224",0,"12,092"
(주)우성,006980,2022/12,"5,317,135","-13,971,595","18,082,852","9,546,507","8,166,204",0,"471,232"
(주)우성,006980,2023/12,"10,461,740","-21,361,997","10,667,654","-271,691","8,475,698",0,"457,944"
(주)우성,006980,2024/12,"19,210,264","-17,159,524","-10,130,156","-7,269,803","11,285,807",0,"561,525"
(주)우성,006980,2025/12,"35,141,886","-22,388,006","12,906,789","26,772,430","13,244,060",0,"618,838"
(주)우신시스템,017370,2013/12,"13,544,648","-23,057,210","4,234,763","-5,277,817","3,828,560",0,"66,881"
(주)우신시스템,017370,2014/12,"10,129,458","-8,606,151","-17,028,670","-15,454,168","5,280,337",0,"56,396"
(주)우신시스템,017370,2015/12,"3,152,057","-16,178,290","8,007,044","-4,962,086","5,635,517",0,"42,440"
(주)우신시스템,017370,2016/12,"18,814,103","-5,290,496","-1,689,826","11,757,195","7,099,705",0,"62,431"
(주)우신시스템,017370,2017/12,"5,273,022","-36,926,467","38,431,001","6,214,885","8,071,628",0,"88,115"
(주)우신시스템,017370,2018/12,"-23,570,960","-2,902,070","16,474,664","-10,391,542","9,926,595",0,"134,161"
(주)우신시스템,017370,2019/12,"30,515,304","-7,137,753","-11,822,423","10,967,422","10,759,845",0,"209,288"
(주)우신시스템,017370,2020/12,"13,093,154","-19,243,556","27,407,890","19,120,469","11,120,710",0,"304,052"
(주)우신시스템,017370,2021/12,"30,160,281","-3,255,131","352,903","27,992,565","10,807,602",0,"447,873"
(주)우신시스템,017370,2022/12,"18,003,437","-19,418,252","-23,178,839","-26,604,094","9,728,786",0,"130,875"
(주)우신시스템,017370,2023/12,"48,250,788","-17,892,231","-991,081","27,160,392","9,727,443",0,"145,878"
(주)우신시스템,017370,2024/12,"-81,327,955","-19,939,300","52,843,529","-51,162,930","10,909,794",0,"177,947"
(주)우신시스템,017370,2025/12,"90,111,263","-49,910,664","-36,317,836","7,215,866","11,326,491",0,"252,612"
(주)우진,105840,2013/12,"2,035,430","-34,671,872","19,213,596","-13,476,723","1,305,279",0,"1,003,994"
(주)우진,105840,2014/12,"-9,280,290","-10,803,105","19,785,402","-343,419","1,581,759",0,"1,359,773"
(주)우진,105840,2015/12,"-1,548,297","27,069,078","6,175,769","31,702,374","1,934,527",0,"1,401,096"
(주)우진,105840,2016/12,"-14,527,009","-2,437,597","-6,311,653","-23,153,855","2,192,865",0,"1,393,202"
(주)우진,105840,2017/12,"13,080,590","-13,461,217","4,177,533","8,784,610","1,773,203",0,"916,564"
(주)우진,105840,2018/12,"5,387,713","-48,728,406","30,521,054","-12,743,341","1,716,263",0,"851,655"
(주)우진,105840,2019/12,"-923,021","17,942,865","-6,473,395","10,564,062","2,099,505",0,"851,656"
(주)우진,105840,2020/12,"-5,873,508","4,039,862","-714,471","-2,645,456","2,134,900",0,"850,335"
(주)우진,105840,2021/12,"4,979,554","23,394,913","-1,981,979","26,356,861","1,948,772",0,"851,975"
(주)우진,105840,2022/12,"14,027,281","-12,608,076","-19,381,955","-18,031,361","2,206,136",0,"849,257"
(주)우진,105840,2023/12,"17,570,167","-1,480,808","-13,598,238","2,382,917","2,570,223",0,"499,070"
(주)우진,105840,2024/12,"11,398,126","-26,447,013","10,176,806","-4,773,323","2,468,940",0,"443,670"
(주)우진,105840,2025/12,"-2,059,787","-9,684,489","16,637,761","4,904,859","3,004,718",0,"452,293"
(주)우진아이엔에스,010400,2018/12,"19,928,752","-16,393,083","18,171,861","21,981,723","592,691",0,0
(주)우진아이엔에스,010400,2019/12,"-3,896,052","-4,818,731","-5,277,442","-14,018,946","1,746,251",0,0
(주)우진아이엔에스,010400,2020/12,"15,194,094","3,022,766","-8,209,810","9,739,710","1,806,056",0,0
(주)우진아이엔에스,010400,2021/12,"-5,430,836","-6,814,775","-1,661,794","-13,875,849","1,793,174",0,"21,504"
(주)우진아이엔에스,010400,2022/12,"-4,892,931","-1,184,190","-1,369,433","-7,526,708","1,876,045",0,"23,932"
(주)우진아이엔에스,010400,2023/12,"4,754,982","2,409,789","-1,490,416","5,705,394","1,941,065",0,"33,411"
(주)우진아이엔에스,010400,2024/12,"-21,285,283","16,471,273","-1,023,879","-5,558,287","1,769,802",0,"67,021"
(주)우진아이엔에스,010400,2025/12,"65,997","3,964,406","-727,206","3,305,493","684,812",0,0
(주)우진플라임,049800,2013/12,"5,154,405","-15,548,900","28,667,604","18,208,282","4,161,661",0,"284,224"
(주)우진플라임,049800,2014/12,"-2,484,105","-131,047,127","117,747,205","-15,736,762","6,486,110",0,"333,953"
(주)우진플라임,049800,2015/12,"-6,332,157","36,420,074","-28,466,458","1,409,882","9,426,123",0,"325,108"
(주)우진플라임,049800,2016/12,"28,476,853","2,725,558","-18,390,017","12,804,339","9,932,625",0,"289,295"
(주)우진플라임,049800,2017/12,"-13,431,577","-10,586,073","10,659,322","-13,392,791","10,516,565",0,"219,905"
(주)우진플라임,049800,2018/12,"12,292,414","-6,666,309","-6,670,852","-1,044,973","9,985,462",0,"190,207"
(주)우진플라임,049800,2019/12,"14,256,743","-1,572,019","-13,402,903","-706,020","11,338,154",0,"157,439"
(주)우진플라임,049800,2020/12,"28,955,505","-570,504","-14,145,343","14,111,429","10,659,951",0,"98,327"
(주)우진플라임,049800,2021/12,"21,359,974","-3,885,478","-20,825,320","-3,268,386","10,160,187",0,"79,425"
(주)우진플라임,049800,2022/12,"26,443,219","-11,678,376","-12,116,293","2,614,531","9,023,168",0,"62,323"
(주)우진플라임,049800,2023/12,"5,719,911","-26,876,981","27,358,063","6,243,209","8,074,432",0,"74,302"
(주)우진플라임,049800,2024/12,"5,536,382","-21,902,128","-853,990","-17,046,069","10,027,494",0,"66,744"
(주)우진플라임,049800,2025/12,"10,743,943","-2,484,800","-4,797,589","3,461,750","11,289,157",0,"47,048"
(주)웅진,016880,2013/12,"32,024,475","620,223,334","-574,842,625","56,983,429","35,317,731",0,"2,266,384"
(주)웅진,016880,2014/12,"46,700,203","186,094,371","-173,739,420","62,874,599","18,484,408",0,"1,904,338"
(주)웅진,016880,2015/12,"77,932,013","-8,452,339","-180,495,964","-111,328,483","20,787,620",0,"1,540,186"
(주)웅진,016880,2016/12,"16,315,487","158,859,083","-114,590,980","52,044,955","3,816,696",0,"1,436,436"
(주)웅진,016880,2017/12,"14,811,468","-130,175,615","50,668,811","-64,969,964","2,603,826",0,"1,108,006"
(주)웅진,016880,2018/12,"-56,702,666","83,410,187","-45,055,324","-18,656,376","4,250,450",0,"1,300,026"
